pollution_de_l_air,titre,date_de_publication,publié_dans,publié_dansLabel
http://www.wikidata.org/entity/Q39634967,Short-term health effects of particulate and photochemical air pollution in asthmatic children.,2002-10-01T00:00:00Z,http://www.wikidata.org/entity/Q12257435,European Respiratory Journal
http://www.wikidata.org/entity/Q39635380,Subclinically dry eyes in urban Delhi: an impact of air pollution?,2002-09-01T00:00:00Z,http://www.wikidata.org/entity/Q15759092,Ophthalmologica
http://www.wikidata.org/entity/Q39636079,Air pollution and medical care use by older Americans: a cross-area analysis.,2002-11-01T00:00:00Z,http://www.wikidata.org/entity/Q260110,Health Affairs
http://www.wikidata.org/entity/Q39637080,Air pollution and its health impacts: the changing panorama,2002-12-01T00:00:00Z,http://www.wikidata.org/entity/Q7750866,The Medical Journal of Australia
http://www.wikidata.org/entity/Q39638586,Air pollution in Athens basin and health risk assessment.,2002-12-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q39640138,Controlling air pollution from passenger ferries: cost-effectiveness of seven technological options,2002-12-01T00:00:00Z,http://www.wikidata.org/entity/Q15762342,Journal of the Air and Waste Management Association
http://www.wikidata.org/entity/Q39640543,Associations between ambient air pollution and daily mortality among persons with congestive heart failure,2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q39640547,"Air pollution and emergency department visits for asthma among Ohio Medicaid recipients, 1991-1996.",2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q39641349,Interpretation of air pollution mortality: number of deaths or years of life lost?,2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15762342,Journal of the Air and Waste Management Association
http://www.wikidata.org/entity/Q39642915,Estimating long-term average particulate air pollution concentrations: application of traffic indicators and geographic information systems.,2003-03-01T00:00:00Z,http://www.wikidata.org/entity/Q5382707,Epidemiology
http://www.wikidata.org/entity/Q39643701,Ask the doctors. I live in a city with high air pollution. Is this a risk factor for heart disease?,2003-02-01T00:00:00Z,http://www.wikidata.org/entity/Q27717397,Heart advisor
http://www.wikidata.org/entity/Q39644754,Air pollution particles produce airway wall remodeling in rat tracheal explants,2003-03-20T00:00:00Z,http://www.wikidata.org/entity/Q4744268,American Journal of Respiratory Cell and Molecular Biology
http://www.wikidata.org/entity/Q39644912,"Response of human alveolar macrophages to ultrafine, fine, and coarse urban air pollution particles.",2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5421113,Experimental Lung Research
http://www.wikidata.org/entity/Q39646139,"Traffic-related air pollution and respiratory symptoms in children living along trunk roads in Chiba Prefecture, Japan",2003-03-01T00:00:00Z,http://www.wikidata.org/entity/Q6295166,Journal of Epidemiology
http://www.wikidata.org/entity/Q39647188,Effects of air pollution on the prevalence and incidence of asthma in children,2002-11-01T00:00:00Z,http://www.wikidata.org/entity/Q54077188,Archives of environmental health
http://www.wikidata.org/entity/Q39647195,Effects of air pollution on adults with chronic obstructive pulmonary disease.,2002-11-01T00:00:00Z,http://www.wikidata.org/entity/Q15756858,archives of Environmental and Occupational Health
http://www.wikidata.org/entity/Q39647639,Association between air pollution and ischemic cardiovascular emergency room visits.,2003-05-01T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q39647930,The association of daily sulfur dioxide air pollution levels with hospital admissions for cardiovascular diseases in Europe (The Aphea-II study).,2003-04-01T00:00:00Z,http://www.wikidata.org/entity/Q2286839,European Heart Journal
http://www.wikidata.org/entity/Q39649178,Short-term association between particular matter air pollution and pediatric clinical visits for wheezing in a subarea of Shanghai.,2016-06-28T00:00:00Z,http://www.wikidata.org/entity/Q15750698,Environmental Science and Pollution Research
http://www.wikidata.org/entity/Q39649199,Exposure of infants to outdoor and indoor air pollution in low-income urban areas - a case study of Delhi.,2003-05-01T00:00:00Z,http://www.wikidata.org/entity/Q15716699,Journal of Exposure Analysis and Environmental Epidemiology
http://www.wikidata.org/entity/Q39649286,Immunologic and other biological parameters as a function of smoking status and of residence in areas differing in terms of air pollution.,2003-03-01T00:00:00Z,http://www.wikidata.org/entity/Q15759685,International Journal of Environmental Health Research
http://www.wikidata.org/entity/Q39650700,Tradescantia pallida cv. purpurea boom in the characterization of air pollution by accumulation of trace elements,2003-05-01T00:00:00Z,http://www.wikidata.org/entity/Q15762342,Journal of the Air and Waste Management Association
http://www.wikidata.org/entity/Q39652172,Urban air pollution induces micronuclei in peripheral erythrocytes of mice in vivo.,2003-07-01T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q39652474,"Acute effect of air pollution on respiratory complaints, exhaled NO and biomarkers in nasal lavages of allergic children during the pollen season.",2003-06-01T00:00:00Z,http://www.wikidata.org/entity/Q2189251,International Archives of Allergy and Immunology
http://www.wikidata.org/entity/Q39653316,Respiratory medication sales and urban air pollution in Brussels (2005 to 2011),2016-06-23T00:00:00Z,http://www.wikidata.org/entity/Q15763428,Environment International
http://www.wikidata.org/entity/Q39654421,Occurrence of molecular abnormalities of cell cycle in L132 cells after in vitro short-term exposure to air pollution PM(2.5),2010-09-17T00:00:00Z,http://www.wikidata.org/entity/Q14923137,Chemico-biological Interactions
http://www.wikidata.org/entity/Q39655071,The role of air pollution in the relationship between a heat stress index and human mortality in Toronto,2003-09-01T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q39655465,Integrating air pollution modelling with scenario testing in road transport planning: the TRAEMS approach,2003-08-01T00:00:00Z,http://www.wikidata.org/entity/Q15766357,Science of the Total Environment
http://www.wikidata.org/entity/Q39655476,Applications of redundancy analysis for the detection of chemical response patterns to air pollution in lichen.,2003-08-01T00:00:00Z,http://www.wikidata.org/entity/Q15766357,Science of the Total Environment
http://www.wikidata.org/entity/Q39655918,Association between particulate- and gas-phase components of urban air pollution and daily mortality in eight Canadian cities.,2000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1663495,Inhalation Toxicology
http://www.wikidata.org/entity/Q39655924,Air pollution and hospital admissions for chronic obstructive pulmonary disease in three metropolitan areas in the United States.,2000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1663495,Inhalation Toxicology
http://www.wikidata.org/entity/Q39656421,The role of building construction and ventilation in indoor air pollution. Review of a recurring problem,1987-04-01T00:00:00Z,http://www.wikidata.org/entity/Q27712362,New York State Journal of Medicine
http://www.wikidata.org/entity/Q39658645,Estimating residential air pollution exposure among citizens in Oslo 1974-1998 using a geographical information system.,2003-08-01T00:00:00Z,http://www.wikidata.org/entity/Q3186910,Environmental Science: Processes & Impacts
http://www.wikidata.org/entity/Q39659169,The association between sulfate air pollution and mortality at the county scale: an exploration of the impact of scale on a long-term exposure study.,2003-08-01T00:00:00Z,http://www.wikidata.org/entity/Q15724532,Journal of Toxicology and Environmental Health Part A
http://www.wikidata.org/entity/Q39659251,Effect of air pollution on peri-urban agriculture: a case study.,2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15766990,Environmental Pollution
http://www.wikidata.org/entity/Q39659723,The burden of disease from indoor air pollution in developing countries: comparison of estimates.,2003-08-01T00:00:00Z,http://www.wikidata.org/entity/Q15758318,International Journal of Hygiene and Environmental Health
http://www.wikidata.org/entity/Q39661403,Air pollution control in urban planning.,1961-02-01T00:00:00Z,http://www.wikidata.org/entity/Q26842374,American Journal of Public Health and the Nation's Health
http://www.wikidata.org/entity/Q39661420,Sampling station and time requirements for urban air pollution survey. I. Lead peroxide candles and dustfall collectors.,1961-06-01T00:00:00Z,http://www.wikidata.org/entity/Q24040002,Journal of the Air Pollution Control Association
http://www.wikidata.org/entity/Q39661983,Sampling station and time requirements for urban air pollution surveys. IV. 2- and 24-hour sulfur dioxide and summary of other pollutants.,1962-08-01T00:00:00Z,http://www.wikidata.org/entity/Q24040002,Journal of the Air Pollution Control Association
http://www.wikidata.org/entity/Q39661989,Sampling station and time requirements for urban air pollution surveys. II. Suspended particulate matter and soiling index.,1962-03-01T00:00:00Z,http://www.wikidata.org/entity/Q24040002,Journal of the Air Pollution Control Association
http://www.wikidata.org/entity/Q39661996,Sampling station and time requirements for urban air pollution surveys. III. Two- and four-hour soiling index.,1962-04-01T00:00:00Z,http://www.wikidata.org/entity/Q24040002,Journal of the Air Pollution Control Association
http://www.wikidata.org/entity/Q39663093,HEALTH AND THE URBAN ENVIRONMENT. AIR POLLUTION AND FAMILY ILLNESS. I. DESIGN FOR STUDY.,1965-02-01T00:00:00Z,http://www.wikidata.org/entity/Q15756858,archives of Environmental and Occupational Health
http://www.wikidata.org/entity/Q39663098,HEALTH AND THE URBAN ENVIRONMENT. AIR POLLUTION AND FAMILY ILLNESS. II. TWO ACUTE AIR POLLUTION EPISODES IN NEW YORK CITY.,1965-02-01T00:00:00Z,http://www.wikidata.org/entity/Q15756858,archives of Environmental and Occupational Health
http://www.wikidata.org/entity/Q39663103,HEALTH AND THE URBAN ENVIRONMENT. AIR POLLUTION AND FAMILY ILLNESS. 3. TWO ACUTE AIR POLLUTION EPISODES IN NEW YORK CITY: HEALTH EFFECTS.,1965-02-01T00:00:00Z,http://www.wikidata.org/entity/Q15756858,archives of Environmental and Occupational Health
http://www.wikidata.org/entity/Q39665309,Air pollution and myocardial infarction in Rome: a case-crossover analysis.,2003-09-01T00:00:00Z,http://www.wikidata.org/entity/Q5382707,Epidemiology
http://www.wikidata.org/entity/Q39667437,Peroxidase and superoxide dismutase activities in fig leaves in response to ambient air pollution in a subtropical city,2003-08-01T00:00:00Z,http://www.wikidata.org/entity/Q15138869,archives of Environmental Contamination and Toxicology
http://www.wikidata.org/entity/Q39670767,Particulate air pollution and chronic respiratory symptoms among traffic policemen in Bangkok.,2003-04-01T00:00:00Z,http://www.wikidata.org/entity/Q15756858,archives of Environmental and Occupational Health
http://www.wikidata.org/entity/Q39671324,Sodar mixing height estimates and air pollution characteristics over a Mediterranean big city.,2003-10-01T00:00:00Z,http://www.wikidata.org/entity/Q15763931,Environmental Technology
http://www.wikidata.org/entity/Q39671970,"Influence of socioeconomic conditions on air pollution adverse health effects in elderly people: an analysis of six regions in São Paulo, Brazil.",2004-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3428712,Revue d’épidémiologie et de santé publique
http://www.wikidata.org/entity/Q39672503,Human health effects and air pollution control philosophies,1979-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15765075,Lung
http://www.wikidata.org/entity/Q39672972,Urinary 1-hydroxypyrene and mutagenicity in bus drivers and mail carriers exposed to urban air pollution in Denmark,2004-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6943732,Mutation Research
http://www.wikidata.org/entity/Q39672972,Urinary 1-hydroxypyrene and mutagenicity in bus drivers and mail carriers exposed to urban air pollution in Denmark.,2004-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6943732,Mutation Research
http://www.wikidata.org/entity/Q39674899,Car indoor air pollution - analysis of potential sources,2011-12-16T00:00:00Z,http://www.wikidata.org/entity/Q15756113,Journal of Occupational Medicine and Toxicology
http://www.wikidata.org/entity/Q39676019,The Effect of Air Pollution on the Occurrence of Nonspecific Conjunctivitis,2016-05-30T00:00:00Z,http://www.wikidata.org/entity/Q26842872,Journal of Ophthalmology
http://www.wikidata.org/entity/Q39678520,A qualitative tool combining an interaction matrix and a GIS to map vulnerability to traffic induced air pollution,2004-04-01T00:00:00Z,http://www.wikidata.org/entity/Q15757726,Journal of Environmental Management
http://www.wikidata.org/entity/Q39680029,Spatial analysis of annual air pollution exposure and mortality.,2004-04-01T00:00:00Z,http://www.wikidata.org/entity/Q15766357,Science of the Total Environment
http://www.wikidata.org/entity/Q39680078,Using air pollution based community clusters to explore air pollution health effects in children.,2004-07-01T00:00:00Z,http://www.wikidata.org/entity/Q15763428,Environment International
http://www.wikidata.org/entity/Q39681087,"Acute effects of urban ambient air pollution on respiratory symptoms, asthma medication use, and doctor visits for asthma in a cohort of Australian children.",2004-05-01T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q39681736,"Particulate air pollution in urban areas of Shanghai, China: health-based economic assessment.",2004-04-01T00:00:00Z,http://www.wikidata.org/entity/Q15766357,Science of the Total Environment
http://www.wikidata.org/entity/Q39682193,Effects of oxidant air pollution on Pinus maximartinezii Rzedowski in the México City region.,1996-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15766990,Environmental Pollution
http://www.wikidata.org/entity/Q37122924,Particulate Air Pollution and Clinical Cardiovascular Disease Risk Factors,2015-11-24T00:00:00Z,http://www.wikidata.org/entity/Q5382707,Epidemiology
http://www.wikidata.org/entity/Q37125190,Resource allocation for mitigating regional air pollution-related mortality: A summertime case study for five cities in the United States,2016-08-01T00:00:00Z,http://www.wikidata.org/entity/Q15762342,Journal of the Air and Waste Management Association
http://www.wikidata.org/entity/Q37128779,Household Air Pollution Exposure and Influence of Lifestyle on Respiratory Health and Lung Function in Belizean Adults and Children: A Field Study,2016-06-28T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q37129050,"Perception of Air Pollution in the Jinchuan Mining Area, China: A Structural Equation Modeling Approach",2016-07-21T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q37135198,"Outdoor air pollution, family and neighborhood environment, and asthma in LA FANS children",2008-02-14T00:00:00Z,http://www.wikidata.org/entity/Q15756771,Health and Place
http://www.wikidata.org/entity/Q37137724,The particulate air pollution controversy,2004-10-01T00:00:00Z,http://www.wikidata.org/entity/Q26853795,"Nonlinearity in biology, toxicology, medicine"
http://www.wikidata.org/entity/Q37140059,The effect of air pollution on asthma and allergy,2008-04-01T00:00:00Z,http://www.wikidata.org/entity/Q2246111,Current Allergy and Asthma Reports
http://www.wikidata.org/entity/Q37140317,Indoor air pollution from biomass combustion and its adverse health effects in central India: an exposure-response study,2013-07-01T00:00:00Z,http://www.wikidata.org/entity/Q6020763,Indian Journal of Community Medicine
http://www.wikidata.org/entity/Q37142301,Mechanisms of inhaled fine particulate air pollution-induced arterial blood pressure changes,2008-10-06T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37143001,"Air pollution by odour--sources, identification and control",1991-10-01T00:00:00Z,http://www.wikidata.org/entity/Q23582803,Reviews on Environmental Health
http://www.wikidata.org/entity/Q37149747,Impact of geocoding methods on associations between long-term exposure to urban air pollution and lung function,2013-07-03T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37149782,Maternal stress and effects of prenatal air pollution on offspring mental health outcomes in mice,2013-07-03T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37151998,Household Air Pollution and CVD: Identifying Best Directions for Research,2012-09-01T00:00:00Z,http://www.wikidata.org/entity/Q26842835,Global heart
http://www.wikidata.org/entity/Q37155928,Controlling for unmeasured confounding and spatial misalignment in long-term air pollution and health studies,2015-07-26T00:00:00Z,http://www.wikidata.org/entity/Q15758560,Environmetrics
http://www.wikidata.org/entity/Q37158505,"Spatial analysis of air pollution and childhood asthma in Hamilton, Canada: comparing exposure methods in sensitive subgroups",2009-04-01T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q37158765,The Uncertain Relationship between Air Pollution and Risk of Preterm Birth: Does Spatial Variation Drive Disparate Findings?,2016-08-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37158782,Associations of Residential Long-Term Air Pollution Exposures and Satellite-Derived Greenness with Insulin Resistance in German Adolescents,2016-02-05T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37158786,"Quantile Regression Analysis of the Distributional Effects of Air Pollution on Blood Pressure, Heart Rate Variability, Blood Lipids, and Biomarkers of Inflammation in Elderly American Men: The Normative Aging Study",2016-03-11T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37170804,Association of ambient air pollution and meteorological factors with primary care visits at night due to asthma attack,2013-05-03T00:00:00Z,http://www.wikidata.org/entity/Q15749802,Environmental Health and Preventive Medicine
http://www.wikidata.org/entity/Q37171516,"Countervailing effects of income, air pollution, smoking, and obesity on aging and life expectancy: population-based study of U.S. Counties",2016-08-12T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q37176697,How robust are the estimated effects of air pollution on health? Accounting for model uncertainty using Bayesian model averaging,2016-04-14T00:00:00Z,http://www.wikidata.org/entity/Q15817434,Spatial and Spatio-temporal Epidemiology
http://www.wikidata.org/entity/Q37176959,Genetic susceptibility to the respiratory effects of air pollution,2008-06-01T00:00:00Z,http://www.wikidata.org/entity/Q7796158,Thorax
http://www.wikidata.org/entity/Q37179082,Chronic alcohol induces M2 polarization enhancing pulmonary disease caused by exposure to particulate air pollution,2013-06-13T00:00:00Z,http://www.wikidata.org/entity/Q4713331,Alcoholism: Clinical and Experimental Research
http://www.wikidata.org/entity/Q37179189,Inhaled glutathione for the prevention of air pollution-related health effects: a brief review,2008-05-01T00:00:00Z,http://www.wikidata.org/entity/Q15767629,Alternative Therapies in Health and Medicine
http://www.wikidata.org/entity/Q37180386,Weather and air pollution as triggers of severe headaches,2009-03-01T00:00:00Z,http://www.wikidata.org/entity/Q1161692,Neurology
http://www.wikidata.org/entity/Q37180417,"Health impact assessment of air pollution in Shiraz, Iran: a two-part study",2013-06-28T00:00:00Z,http://www.wikidata.org/entity/Q27724997,Journal of environmental health science & engineering
http://www.wikidata.org/entity/Q37180427,Introducing a new measure for assessing self-efficacy in response to air pollution hazards for pregnant women,2013-07-08T00:00:00Z,http://www.wikidata.org/entity/Q27724997,Journal of environmental health science & engineering
http://www.wikidata.org/entity/Q37185643,"Acute effects of air pollution on pulmonary function, airway inflammation, and oxidative stress in asthmatic children",2008-11-28T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37186937,Early-life air pollution and asthma risk in minority children. The GALA II and SAGE II studies,2013-08-01T00:00:00Z,http://www.wikidata.org/entity/Q4744267,American Journal of Respiratory and Critical Care Medicine
http://www.wikidata.org/entity/Q37189174,Air pollution and coagulation testing: a new source of biological variability?,2008-06-10T00:00:00Z,http://www.wikidata.org/entity/Q15758741,Thrombosis Research
http://www.wikidata.org/entity/Q37190307,Interaction between air pollution exposure and genes in relation to levels of inflammatory markers and risk of myocardial infarction,2013-09-19T00:00:00Z,http://www.wikidata.org/entity/Q17003470,BMJ Open
http://www.wikidata.org/entity/Q37190470,Ambient air pollution and preterm birth: a time-series analysis,2009-09-01T00:00:00Z,http://www.wikidata.org/entity/Q5382707,Epidemiology
http://www.wikidata.org/entity/Q37195744,Rapid doubling of Alzheimer's amyloid-β40 and 42 levels in brains of mice exposed to a nickel nanoparticle model of air pollution,2012-12-21T00:00:00Z,http://www.wikidata.org/entity/Q27701587,F1000Research
http://www.wikidata.org/entity/Q37196757,Air pollution risk estimates: determinants of heterogeneity,2008-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15724532,Journal of Toxicology and Environmental Health Part A
http://www.wikidata.org/entity/Q37196760,Air pollution and public health: a guidance document for risk managers,2008-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15724532,Journal of Toxicology and Environmental Health Part A
http://www.wikidata.org/entity/Q37197712,"Traffic, outdoor air pollution, and asthma",2008-08-01T00:00:00Z,http://www.wikidata.org/entity/Q2420699,Immunology and Allergy Clinics of North America
http://www.wikidata.org/entity/Q37199356,Effect of air pollution and racism on ethnic differences in respiratory health among adolescents living in an urban environment,2013-07-21T00:00:00Z,http://www.wikidata.org/entity/Q15756771,Health and Place
http://www.wikidata.org/entity/Q37200225,Air pollution and cardiac remodeling: a role for RhoA/Rho-kinase,2009-03-13T00:00:00Z,http://www.wikidata.org/entity/Q3193662,American Journal of Physiology - Heart and Circulatory Physiology
http://www.wikidata.org/entity/Q37201207,"A cohort study of traffic-related air pollution and mortality in Toronto, Ontario, Canada",2009-01-05T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37220833,Prenatal exposure to traffic-related air pollution and risk of early childhood cancers,2013-08-28T00:00:00Z,http://www.wikidata.org/entity/Q4744243,American Journal of Epidemiology
http://www.wikidata.org/entity/Q37221960,"Spatiotemporal analysis of air pollution and asthma patient visits in Taipei, Taiwan",2009-05-07T00:00:00Z,http://www.wikidata.org/entity/Q15752546,International Journal of Health Geographics
http://www.wikidata.org/entity/Q37222450,Pathologic analysis of control plans for air pollution management in tehran metropolis: a qualitative study,2013-09-01T00:00:00Z,http://www.wikidata.org/entity/Q15817466,International Journal of Preventive Medicine
http://www.wikidata.org/entity/Q37230296,Long-Term Air Pollution and Traffic Noise Exposures and Mild Cognitive Impairment in Older Adults: A Cross-Sectional Analysis of the Heinz Nixdorf Recall Study,2016-02-05T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37231494,Risk of human health by particulate matter as a source of air pollution--comparison with tobacco smoking,2008-08-01T00:00:00Z,http://www.wikidata.org/entity/Q15724546,Journal of Toxicological Sciences
http://www.wikidata.org/entity/Q37234245,"Effect of the interaction between outdoor air pollution and extreme temperature on daily mortality in Shanghai, China",2011-10-29T00:00:00Z,http://www.wikidata.org/entity/Q6295166,Journal of Epidemiology
http://www.wikidata.org/entity/Q37235248,Outdoor air pollution and lung cancer,1991-04-01T00:00:00Z,http://www.wikidata.org/entity/Q326122,Annals of Oncology
http://www.wikidata.org/entity/Q37236161,Particulate matter air pollution exposure: role in the development and exacerbation of chronic obstructive pulmonary disease,2009-06-11T00:00:00Z,http://www.wikidata.org/entity/Q6051335,International Journal of Chronic Obstructive Pulmonary Disease
http://www.wikidata.org/entity/Q37236756,Bayesian model averaging method for evaluating associations between air pollution and respiratory mortality: a time-series study,2016-08-16T00:00:00Z,http://www.wikidata.org/entity/Q17003470,BMJ Open
http://www.wikidata.org/entity/Q37236973,Extricating sex and gender in air pollution research: a community-based study on cardinal symptoms of exposure,2013-08-22T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q37237418,Air pollution and venous thrombosis: a meta-analysis,2016-09-07T00:00:00Z,http://www.wikidata.org/entity/Q2261792,Scientific Reports
http://www.wikidata.org/entity/Q37240041,Cardiovascular effects of air pollution,2008-09-01T00:00:00Z,http://www.wikidata.org/entity/Q372419,Clinical Science
http://www.wikidata.org/entity/Q37240510,Ambient Air Pollution Is Associated With the Severity of Coronary Atherosclerosis and Incident Myocardial Infarction in Patients Undergoing Elective Cardiac Evaluation,2016-07-28T00:00:00Z,http://www.wikidata.org/entity/Q19880670,Journal of the American Heart Association
http://www.wikidata.org/entity/Q37241814,Health and household air pollution from solid fuel use: the need for improved exposure assessment,2013-07-19T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37242635,The effect of fine and coarse particulate air pollution on mortality: a national analysis,2009-02-13T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37242665,Effects of ambient air pollution on hemostasis and inflammation,2009-02-22T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37243712,Long-term effects of ambient air pollution on lung function: a review,2008-09-01T00:00:00Z,http://www.wikidata.org/entity/Q5382707,Epidemiology
http://www.wikidata.org/entity/Q37244944,Air pollution and emergency department visits for cardiac and respiratory conditions: a multi-city time-series analysis,2009-06-10T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q37249008,"Air pollution and cardiovascular injury epidemiology, toxicology, and mechanisms",2008-08-01T00:00:00Z,http://www.wikidata.org/entity/Q2984355,Journal of the American College of Cardiology
http://www.wikidata.org/entity/Q37250417,Exposure to Ambient Air Pollution and the Risk of Inflammatory Bowel Disease: A European Nested Case-Control Study,2016-07-26T00:00:00Z,http://www.wikidata.org/entity/Q15716711,Digestive Diseases and Sciences
http://www.wikidata.org/entity/Q37253494,"Exhaled carbon monoxide and its associations with smoking, indoor household air pollution and chronic respiratory diseases among 512,000 Chinese adults",2013-09-20T00:00:00Z,http://www.wikidata.org/entity/Q6051393,International Journal of Epidemiology
http://www.wikidata.org/entity/Q37258060,Air pollution threatens the health of children in China,2008-09-01T00:00:00Z,http://www.wikidata.org/entity/Q7159238,Pediatrics
http://www.wikidata.org/entity/Q37258571,Global association of air pollution and heart failure: a systematic review and meta-analysis,2013-07-10T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q37258571,Global association of air pollution and heart failure: a systematic review and meta-analysis,2013-09-21T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q37260483,Air pollution in farm buildings and methods of control: a review,1978-10-01T00:00:00Z,http://www.wikidata.org/entity/Q15763138,Avian Pathology
http://www.wikidata.org/entity/Q37264256,Use of health information in air pollution health research: past successes and emerging needs,2008-09-10T00:00:00Z,http://www.wikidata.org/entity/Q15716699,Journal of Exposure Analysis and Environmental Epidemiology
http://www.wikidata.org/entity/Q37267778,Ambient air pollution and children's lung function in China,2008-09-11T00:00:00Z,http://www.wikidata.org/entity/Q15763428,Environment International
http://www.wikidata.org/entity/Q37273841,Lung surfactant gelation induced by epithelial cells exposed to air pollution or oxidative stress,2005-04-28T00:00:00Z,http://www.wikidata.org/entity/Q4744268,American Journal of Respiratory Cell and Molecular Biology
http://www.wikidata.org/entity/Q37276652,Chronic exposure to outdoor air pollution and diagnosed cardiovascular disease: meta-analysis of three large cross-sectional surveys,2009-07-13T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q37278949,Exposure to concentrated coarse air pollution particles causes mild cardiopulmonary effects in healthy young adults,2009-03-23T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q37282040,Relationship between air pollution and positivity of RA-related autoantibodies in individuals without established RA: a report on SERA.,2013-04-09T00:00:00Z,http://www.wikidata.org/entity/Q4767876,Annals of the Rheumatic Diseases
http://www.wikidata.org/entity/Q37282480,Parental stress increases the effect of traffic-related air pollution on childhood asthma incidence,2009-07-20T00:00:00Z,http://www.wikidata.org/entity/Q1146531,Proceedings of the National Academy of Sciences
http://www.wikidata.org/entity/Q37283600,"Public's Health Risk Awareness on Urban Air Pollution in Chinese Megacities: The Cases of Shanghai, Wuhan and Nanchang",2016-08-25T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q37283789,Household Air Pollution Intervention Implications: Findings from Qualitative Studies and a Field Trial of Clean Cookstoves in Two Rural Villages in India,2016-09-09T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q37291764,Effects of Air Pollution on Asthma Hospitalization Rates in Different Age Groups in Metropolitan Cities of Korea,2013-09-01T00:00:00Z,http://www.wikidata.org/entity/Q15758373,"Air Quality, Atmosphere and Health"
http://www.wikidata.org/entity/Q37291896,Chronic residential exposure to particulate matter air pollution and systemic inflammatory markers,2009-05-11T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
