,Country,VAR,Year,Unit,Value,Variable_Life expectancy at birth,Variable_Net migration,Variable_Population,"Variable_Population density, inhabitants per km2","Variable_Population, ages 0-14, % total","Variable_Population, ages 15-64, % total","Variable_Population, ages 65 and above, % total",Variable_Real GDP,Variable_Real GDP per capita,"Variable_Total fertility rate, children per woman","Variable_Value added in agriculture, % of total value added","Variable_Value added in industry, % of total value added","Variable_Value added in services, % of total value added","Variable_Women, % total population","Variable_Population, ages 65 and above, % total_2",	Variable_Life expectancy at birth,"('Variable_Population, ages 65 and above, % total', 'Variable_Real GDP')"
2332,Spain,LTAX_GDP,1993,Percentage,19.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333,Spain,LTAX_GDP,1994,Percentage,19.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2334,Spain,LTAX_GDP,1995,Percentage,18.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335,Spain,LTAX_GDP,1996,Percentage,18.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,Spain,LTAX_GDP,1997,Percentage,18.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,Spain,LTAX_GDP,1998,Percentage,18.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,Spain,LTAX_GDP,1999,Percentage,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,Spain,LTAX_GDP,2000,Percentage,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,Spain,LTAX_GDP,2001,Percentage,18.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2341,Spain,LTAX_GDP,2002,Percentage,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,Spain,LTAX_GDP,2003,Percentage,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,Spain,LTAX_GDP,2004,Percentage,18.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,Spain,LTAX_GDP,2005,Percentage,18.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,Spain,LTAX_GDP,2006,Percentage,18.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,Spain,LTAX_GDP,2007,Percentage,19.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,Spain,LTAX_GDP,2008,Percentage,18.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,Spain,LTAX_GDP,2009,Percentage,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,Spain,LTAX_GDP,2010,Percentage,18.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,Spain,LTAX_GDP,2011,Percentage,19.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,Spain,LTAX_GDP,2012,Percentage,19.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,Spain,LTAX_GDP,2013,Percentage,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,Spain,LTAX_GDP,2014,Percentage,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,Spain,LTAX_GDP,2015,Percentage,18.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,Spain,LTAX_GDP,2016,Percentage,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,Spain,LTAX_GDP,2017,Percentage,18.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,Spain,LTAX_GDP,2018,Percentage,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,Spain,LTAX_GDP,2019,Percentage,20.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,Spain,LTAX_GDP,2020,Percentage,22.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,Sweden,GDP_RCAP,1990,US Dollar,32932.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32932.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,Sweden,GDP_RCAP,1991,US Dollar,32333.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32333.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2362,Sweden,GDP_RCAP,1992,US Dollar,31772.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31772.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,Sweden,GDP_RCAP,1993,US Dollar,30935.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30935.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,Sweden,GDP_RCAP,1994,US Dollar,31923.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31923.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,Sweden,GDP_RCAP,1995,US Dollar,33006.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33006.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,Sweden,GDP_RCAP,1996,US Dollar,33474.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33474.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,Sweden,GDP_RCAP,1997,US Dollar,34482.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34482.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,Sweden,GDP_RCAP,1998,US Dollar,35949.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35949.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,Sweden,GDP_RCAP,1999,US Dollar,37446.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37446.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,Sweden,GDP_RCAP,2000,US Dollar,39168.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39168.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,Sweden,GDP_RCAP,2001,US Dollar,39630.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39630.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2372,Sweden,GDP_RCAP,2002,US Dollar,40369.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40369.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,Sweden,GDP_RCAP,2003,US Dollar,41148.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41148.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,Sweden,GDP_RCAP,2004,US Dollar,42764.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42764.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375,Sweden,GDP_RCAP,2005,US Dollar,43811.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43811.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,Sweden,GDP_RCAP,2006,US Dollar,45596.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45596.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,Sweden,GDP_RCAP,2007,US Dollar,46816.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46816.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,Sweden,GDP_RCAP,2008,US Dollar,46243.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46243.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,Sweden,GDP_RCAP,2009,US Dollar,43861.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43861.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,Sweden,GDP_RCAP,2010,US Dollar,46078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,Sweden,GDP_RCAP,2011,US Dollar,47192.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47192.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,Sweden,GDP_RCAP,2012,US Dollar,46569.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46569.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,Sweden,GDP_RCAP,2013,US Dollar,46724.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46724.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,Sweden,GDP_RCAP,2014,US Dollar,47493.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47493.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,Sweden,GDP_RCAP,2015,US Dollar,49103.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49103.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,Sweden,GDP_RCAP,2016,US Dollar,49494.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49494.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,Sweden,GDP_RCAP,2017,US Dollar,50085.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50085.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,Sweden,GDP_RCAP,2018,US Dollar,50472.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50472.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,Sweden,GDP_RCAP,2019,US Dollar,50955.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50955.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,Sweden,GDP_RCAP,2020,US Dollar,49491.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49491.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,Sweden,GDP_RCAP,2021,US Dollar,51687.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51687.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2392,Sweden,POPDEN,1990,Inhabitants,19.13,0.0,0.0,0.0,19.13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,Sweden,POPDEN,1991,Inhabitants,19.26,0.0,0.0,0.0,19.26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,Sweden,POPDEN,1992,Inhabitants,19.37,0.0,0.0,0.0,19.37,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,Sweden,POPDEN,1993,Inhabitants,19.49,0.0,0.0,0.0,19.49,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,Sweden,POPDEN,1994,Inhabitants,19.63,0.0,0.0,0.0,19.63,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,Sweden,POPDEN,1995,Inhabitants,19.73,0.0,0.0,0.0,19.73,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,Sweden,POPDEN,1996,Inhabitants,19.76,0.0,0.0,0.0,19.76,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,Sweden,POPDEN,1997,Inhabitants,19.77,0.0,0.0,0.0,19.77,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,Sweden,POPDEN,1998,Inhabitants,19.78,0.0,0.0,0.0,19.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,Sweden,POPDEN,1999,Inhabitants,19.8,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,Sweden,POPDEN,2000,Inhabitants,19.83,0.0,0.0,0.0,19.83,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,Sweden,POPDEN,2001,Inhabitants,19.88,0.0,0.0,0.0,19.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,Sweden,POPDEN,2002,Inhabitants,19.95,0.0,0.0,0.0,19.95,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,Sweden,POPDEN,2003,Inhabitants,20.02,0.0,0.0,0.0,20.02,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,Sweden,POPDEN,2004,Inhabitants,20.1,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,Sweden,POPDEN,2005,Inhabitants,20.18,0.0,0.0,0.0,20.18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,Sweden,POPDEN,2006,Inhabitants,20.3,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,Sweden,POPDEN,2007,Inhabitants,20.45,0.0,0.0,0.0,20.45,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,Sweden,POPDEN,2008,Inhabitants,20.61,0.0,0.0,0.0,20.61,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,Sweden,POPDEN,2009,Inhabitants,20.78,0.0,0.0,0.0,20.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,Sweden,POPDEN,2010,Inhabitants,20.96,0.0,0.0,0.0,20.96,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,Sweden,POPDEN,2011,Inhabitants,21.12,0.0,0.0,0.0,21.12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,Sweden,POPDEN,2012,Inhabitants,21.28,0.0,0.0,0.0,21.28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,Sweden,POPDEN,2013,Inhabitants,18.17,0.0,0.0,0.0,18.17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,Sweden,POPDEN,2014,Inhabitants,18.35,0.0,0.0,0.0,18.35,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,Sweden,POPDEN,2015,Inhabitants,18.54,0.0,0.0,0.0,18.54,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,Sweden,POPDEN,2016,Inhabitants,18.78,0.0,0.0,0.0,18.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,Sweden,POPDEN,2017,Inhabitants,19.03,0.0,0.0,0.0,19.03,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,Sweden,POPDEN,2018,Inhabitants,19.25,0.0,0.0,0.0,19.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,Sweden,POPDEN,2019,Inhabitants,19.44,0.0,0.0,0.0,19.44,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,Sweden,POPDEN,2020,Inhabitants,19.58,0.0,0.0,0.0,19.58,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,Sweden,POPDEN,2021,Inhabitants,19.69,0.0,0.0,0.0,19.69,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,Sweden,LTAX_GDP,1990,Percentage,33.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Sweden,LTAX_GDP,1991,Percentage,30.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,Sweden,LTAX_GDP,1992,Percentage,30.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,Sweden,LTAX_GDP,1993,Percentage,28.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,Sweden,LTAX_GDP,1994,Percentage,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,Sweden,LTAX_GDP,1995,Percentage,28.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,Sweden,LTAX_GDP,1996,Percentage,30.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,Sweden,LTAX_GDP,1997,Percentage,30.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,Sweden,LTAX_GDP,1998,Percentage,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,Sweden,LTAX_GDP,1999,Percentage,31.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,Sweden,LTAX_GDP,2000,Percentage,32.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,Sweden,LTAX_GDP,2001,Percentage,30.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,Sweden,LTAX_GDP,2002,Percentage,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,Sweden,LTAX_GDP,2003,Percentage,29.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,Sweden,LTAX_GDP,2004,Percentage,29.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,Sweden,LTAX_GDP,2005,Percentage,30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2440,Sweden,LTAX_GDP,2006,Percentage,28.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,Sweden,LTAX_GDP,2007,Percentage,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,Sweden,LTAX_GDP,2008,Percentage,27.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,Sweden,LTAX_GDP,2009,Percentage,27.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,Sweden,LTAX_GDP,2010,Percentage,25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,Sweden,LTAX_GDP,2011,Percentage,25.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,Sweden,LTAX_GDP,2012,Percentage,26.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,Sweden,LTAX_GDP,2013,Percentage,26.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,Sweden,LTAX_GDP,2014,Percentage,26.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,Sweden,LTAX_GDP,2015,Percentage,26.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,Sweden,LTAX_GDP,2016,Percentage,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,Sweden,LTAX_GDP,2017,Percentage,27.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,Sweden,LTAX_GDP,2018,Percentage,27.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,Sweden,LTAX_GDP,2019,Percentage,26.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,Sweden,LTAX_GDP,2020,Percentage,26.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,Sweden,LTAX_GDP,2021,Percentage,26.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3158,Estonia,GDP_RCAP,1991,US Dollar,13501.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13501.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3159,Estonia,GDP_RCAP,1992,US Dollar,12910.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12910.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3160,Estonia,GDP_RCAP,1993,US Dollar,11191.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11191.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3161,Estonia,GDP_RCAP,1994,US Dollar,11245.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11245.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,Estonia,GDP_RCAP,1995,US Dollar,11966.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11966.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3163,Estonia,GDP_RCAP,1996,US Dollar,12744.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12744.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3164,Estonia,GDP_RCAP,1997,US Dollar,14573.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14573.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3165,Estonia,GDP_RCAP,1998,US Dollar,15352.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15352.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3166,Estonia,GDP_RCAP,1999,US Dollar,15404.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15404.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3167,Estonia,GDP_RCAP,2000,US Dollar,16698.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16698.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,Estonia,GDP_RCAP,2001,US Dollar,17814.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17814.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3169,Estonia,GDP_RCAP,2002,US Dollar,19141.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19141.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3170,Estonia,GDP_RCAP,2003,US Dollar,20726.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20726.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3171,Estonia,GDP_RCAP,2004,US Dollar,22269.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22269.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,Estonia,GDP_RCAP,2005,US Dollar,24530.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24530.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,Estonia,GDP_RCAP,2006,US Dollar,27085.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27085.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,Estonia,GDP_RCAP,2007,US Dollar,29271.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29271.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3175,Estonia,GDP_RCAP,2008,US Dollar,27843.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27843.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3176,Estonia,GDP_RCAP,2009,US Dollar,23816.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23816.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
